ordinal,target_timestamp_utc,roles,day_utc,bracket_start_block,bracket_end_block_exclusive,predecessor_block,predecessor_hash,predecessor_timestamp_utc,chosen_block,chosen_hash,chosen_timestamp_utc,predecessor_lt_target,chosen_gte_target,parent_hash_match,chosen_minus_target_seconds,target_minus_predecessor_seconds
153,2025-12-10T13:00:00Z,campaign_snapshot_098,2025-12-10,408982122,409328472,409169719,0xf62897130c257e214c884b64894f6ff72d6938107cd3e1607194644484b42572,2025-12-10T12:59:59Z,409169720,0x01c0571a1572c1e7b1fc21ea12d014ce6941bdc30f76ecd765923a943b99c4b6,2025-12-10T13:00:00Z,True,True,True,0,1
154,2025-12-11T13:00:00Z,campaign_snapshot_099,2025-12-11,409328472,409674990,409516135,0x97b4d0be8215538b6b1742bf4ff4e7c1247b604bffc605d816f48dceee5eef0b,2025-12-11T12:59:59Z,409516136,0xeecaf80a47b5496f01bb9b44dd9094fea35b413829cdca94d7216ba28ba7cd1a,2025-12-11T13:00:00Z,True,True,True,0,1
155,2025-12-12T13:00:00Z,campaign_snapshot_100,2025-12-12,409674990,410021112,409862484,0xa8699ca3ec5611cc110d07ae7a4ba4ae75de8193d8cd58e02cc3c31125c5c199,2025-12-12T12:59:59Z,409862485,0x823b49176445a4652df1877d2da64f1dd2295d9c47867f67c9e8358b2cfe63f4,2025-12-12T13:00:00Z,True,True,True,0,1
156,2025-12-13T13:00:00Z,campaign_snapshot_101,2025-12-13,410021112,410366999,410208451,0x811abfd83c56a3536b5166a2e306db1d74cd17ac117d06d464ec9f3e4f6024cf,2025-12-13T12:59:59Z,410208452,0x8e9312ff61599a345e469a7e23f9cb84e11a10849afebbe21d70e704fb502d76,2025-12-13T13:00:00Z,True,True,True,0,1
157,2025-12-14T13:00:00Z,campaign_snapshot_102,2025-12-14,410366999,410712470,410554159,0x06446863d4bc0b5738c2e432d26aa1e8c1daf8461e0082eb6538609347c5aac3,2025-12-14T12:59:59Z,410554160,0x90be1fe1136799c161054f717011271250a2738429e06c7b3feca18c730359fb,2025-12-14T13:00:00Z,True,True,True,0,1
158,2025-12-15T13:00:00Z,campaign_snapshot_103,2025-12-15,410712470,411058751,410899991,0x5d7900c4ee4eb441aa051bafb176701dda01578da850b36342c10414b25af9c3,2025-12-15T12:59:59Z,410899992,0x628d756e55f9dc9453d486f568990a954702765c8acfc15d11171a19f030cb94,2025-12-15T13:00:00Z,True,True,True,0,1
159,2025-12-16T13:00:00Z,campaign_snapshot_104,2025-12-16,411058751,411405053,411246310,0x2b3bdfa6c61a4d77b9e055d9a8b59381cf41b874bbf73afdc07340dbf962367e,2025-12-16T12:59:59Z,411246311,0x423ac714b655e6ab5a03450733afe80c19499952a402a818d64915316f2c758f,2025-12-16T13:00:00Z,True,True,True,0,1
160,2025-12-17T13:00:00Z,campaign_snapshot_105,2025-12-17,411405053,411751136,411592471,0xfb8ed234f3a603556c6ed57ae54f19dcd111da1b68ad670bafcf79658d819e4c,2025-12-17T12:59:59Z,411592472,0x277766963de627cfa5ac5f5b7961f60789e64ed52f225338a187f7bb598b806d,2025-12-17T13:00:00Z,True,True,True,0,1
161,2025-12-18T13:00:00Z,campaign_snapshot_106,2025-12-18,411751136,412097368,411938611,0xf8be3b1deb2c65bf859d6017f3406756d6253946fda89eaa473f8a305fc33d03,2025-12-18T12:59:59Z,411938612,0x0156058a91a6fb0056d73e8cee6d8cfe8d2cf5f6a69c9ea2590ea567c991266d,2025-12-18T13:00:00Z,True,True,True,0,1
162,2025-12-19T13:00:00Z,campaign_snapshot_107,2025-12-19,412097368,412443223,412284838,0xcfc0aba0e478c6084e681ed8133bb300426c982d408f295978874729208d15e8,2025-12-19T12:59:59Z,412284839,0xb9813bad0e560704ff502bf2d91fcbeb9917a7787adae390baf0c7c7f982760b,2025-12-19T13:00:00Z,True,True,True,0,1
163,2025-12-20T13:00:00Z,campaign_snapshot_108,2025-12-20,412443223,412788855,412630488,0x12039f7cd4b47d91b5e096afa2c2a685946fe5b2f3482dba17bed07b17f6ac6b,2025-12-20T12:59:59Z,412630489,0xc56e4e8ddb2859ae8116083bfba45eefcd9f65e3b58d652d497d06c39da1776b,2025-12-20T13:00:00Z,True,True,True,0,1
164,2025-12-21T13:00:00Z,campaign_snapshot_109,2025-12-21,412788855,413134558,412976211,0x654ea97afabb7643f068695ca1063996aebd6d81cc1e369a22a63d62d4c9097b,2025-12-21T12:59:59Z,412976212,0x5d533bbc024422474b47c229af263d854c03f9062641ac53aa3614a7bc735ee3,2025-12-21T13:00:00Z,True,True,True,0,1
165,2025-12-22T13:00:00Z,campaign_snapshot_110,2025-12-22,413134558,413480920,413322131,0x0614b59a681368be6ff24ce2f6e89ae917b045abf7e802926c55a797fc6c5431,2025-12-22T12:59:59Z,413322132,0xd18909f682978fe972299adb1dd27427ecdb50ddffa1958326e9c291772bdf16,2025-12-22T13:00:00Z,True,True,True,0,1
166,2025-12-23T13:00:00Z,campaign_snapshot_111,2025-12-23,413480920,413827466,413668685,0x4915569d5b665132165669923274f3f430a1a73369aabd185eb56ad69c6e3c07,2025-12-23T12:59:59Z,413668686,0xc19efbb07e0cdb3c8997f194da7e56580fa73bf543b0a9836ff1623f7716d549,2025-12-23T13:00:00Z,True,True,True,0,1
167,2025-12-24T13:00:00Z,campaign_snapshot_112,2025-12-24,413827466,414173971,414015131,0xc7ff1b5ab9a51882bcdb5feaec69699261a39d48445fd8acb9ac3ab6aba51c0a,2025-12-24T12:59:59Z,414015132,0xf7fa37eff4e9045694c914870601c933dc304d8e685d0de214f5d4baf3d948e1,2025-12-24T13:00:00Z,True,True,True,0,1
168,2025-12-25T13:00:00Z,campaign_snapshot_113,2025-12-25,414173971,414519424,414361558,0xaad50f19bda871a65af36efe7d5184b7c5d3de26e186ebdcb8ea3f4ff35f4d39,2025-12-25T12:59:59Z,414361559,0xceabc9f8217b09796300d28ced3c2eef7059f1ae52c15acd1713503184314ffc,2025-12-25T13:00:00Z,True,True,True,0,1
169,2025-12-26T13:00:00Z,campaign_snapshot_114,2025-12-26,414519424,414865085,414706792,0xfe23ed508e634db311b08352eda638d1c0b9ba4257903b96dbda5d35a303896f,2025-12-26T12:59:59Z,414706793,0x9cd02811bb401534601b2d5564e47ac735569979dd93abc9764e306957b78c9b,2025-12-26T13:00:00Z,True,True,True,0,1
170,2025-12-27T13:00:00Z,campaign_snapshot_115,2025-12-27,414865085,415210433,415052365,0x5af177c31879cadf34f4b8975b9d32cdc5b9b14520c4558e23ad19452d9eda66,2025-12-27T12:59:59Z,415052366,0x2f9c0b1793354fd55336387b070e9a012234d6f77ba768b0927f446074cab69c,2025-12-27T13:00:00Z,True,True,True,0,1
171,2025-12-28T13:00:00Z,campaign_snapshot_116,2025-12-28,415210433,415555875,415397492,0x27c28c2c83695574e422e47c79eb947315f45aa806fbd288d83f49b3a6e5c0ba,2025-12-28T12:59:59Z,415397493,0x0b00ed0aca99dd6c3114dec10a05486ec67e41259653a68bbfb6aa826d2ab388,2025-12-28T13:00:00Z,True,True,True,0,1
172,2025-12-29T13:00:00Z,campaign_snapshot_117,2025-12-29,415555875,415901817,415743325,0x4095070f96912afc25e023182e3c3b8b17fd59ded2e55d9e1eae341b1365df09,2025-12-29T12:59:59Z,415743326,0x2d6a9379344b16a4cda1fcf037f24e4f1c5c48f50c1ef2bb62f759b8370c2f8c,2025-12-29T13:00:00Z,True,True,True,0,1
173,2025-12-30T13:00:00Z,campaign_snapshot_118,2025-12-30,415901817,416247974,416089261,0x2449c9a76ea0e92147cd2583bf6c7062052232f33dec37d00490bba00e5b1350,2025-12-30T12:59:59Z,416089262,0x366b315fec49f493d4a029af30eacef5c40f7ded9631b78b62ec9552f9ed9229,2025-12-30T13:00:00Z,True,True,True,0,1
174,2025-12-31T13:00:00Z,campaign_snapshot_119,2025-12-31,416247974,416593974,416435357,0x4aaeeff3456120d1bcba38c2c38d12d4bd8de24defe569ddbdfbc24d6e358af3,2025-12-31T12:59:59Z,416435358,0xe2ca7d5042dd7272765f6fdabc9cf78a76a453f446a1816ae9f5715283bc8f99,2025-12-31T13:00:00Z,True,True,True,0,1
175,2026-01-01T13:00:00Z,campaign_snapshot_120,2026-01-01,416593974,416939526,416781176,0x8ec0e7dd76b79135fa40c2da9c12f513e330f6636dd02b1e3dfd53a9e3640225,2026-01-01T12:59:59Z,416781177,0x8ddda7d1f51348f45c6df6dbc62d551a10b30c646c3fbe5afc9a7cfac2fd538f,2026-01-01T13:00:00Z,True,True,True,0,1
176,2026-01-02T13:00:00Z,campaign_snapshot_121,2026-01-02,416939526,417285393,417126866,0x76df415b2d98a6d628c07f6c2e8ed93496d613e22cf5fbd250eaef9abe5c2720,2026-01-02T12:59:59Z,417126867,0xf40c7f4eb0e126790698bbcbb6be749540e9a8649d82cc5016c855bd4690b113,2026-01-02T13:00:00Z,True,True,True,0,1
177,2026-01-03T13:00:00Z,campaign_snapshot_122,2026-01-03,417285393,417630985,417472636,0xa41d71949a75f5576362f28094779a1b1d91f08f3b536149977b8f88d22188a0,2026-01-03T12:59:59Z,417472637,0xa71bbd0159953c69c9bd5073d4aad4f15042373c5d93a8290682a72d4df114bc,2026-01-03T13:00:00Z,True,True,True,0,1
178,2026-01-04T13:00:00Z,campaign_snapshot_123,2026-01-04,417630985,417976670,417818343,0x2fcb44fa62f7584e31dcaa2e93ffe8d43abaf8adaf70150f21098bc633352d72,2026-01-04T12:59:59Z,417818344,0x5ffea6899df5f6a666f8d212a412ec7b68dfd2dd33d930b226f67f61875c2718,2026-01-04T13:00:00Z,True,True,True,0,1
179,2026-01-05T13:00:00Z,campaign_snapshot_124,2026-01-05,417976670,418322870,418164116,0xa127aa56d0f8840f95228c9a1a0ec5cd2c53e845b4b95f52e4f7e01c309c40c9,2026-01-05T12:59:59Z,418164117,0x0bc99e75df7368dc7cc5a1134b742df469fa4b1c35ca198c3e88464692d0909c,2026-01-05T13:00:00Z,True,True,True,0,1
180,2026-01-06T13:00:00Z,campaign_snapshot_125,2026-01-06,418322870,418669016,418510314,0x41b38a9e88f4cf656c2b4917a7b4042f2be53268d0ce9644353fd3c161eadbf7,2026-01-06T12:59:59Z,418510315,0x6e3d85700fab87acb5d738940df6e245abf2e30978eaf49cd64bab00e090c499,2026-01-06T13:00:00Z,True,True,True,0,1
181,2026-01-07T13:00:00Z,campaign_snapshot_126,2026-01-07,418669016,419015258,418856474,0x1c53932a279265f0e9882a041195d5f6ad214c2734b9dc7951ce158ce7f64af8,2026-01-07T12:59:59Z,418856475,0xf7ff16bf5da4ab0c287e115c00e8297c34c0a231de11d31844852948b6d59e87,2026-01-07T13:00:00Z,True,True,True,0,1
182,2026-01-08T13:00:00Z,campaign_snapshot_127,2026-01-08,419015258,419361458,419202890,0x6234a4273d5cf7cf1470d19f6e807616001da7536a88abb00426641a409f30e9,2026-01-08T12:59:59Z,419202891,0x0d9dadd2c0aa724faed44e1e92ccd1eb588f0ac7642c45c62fde1d2b57da648e,2026-01-08T13:00:00Z,True,True,True,0,1
183,2026-01-09T13:00:00Z,campaign_snapshot_128,2026-01-09,419361458,419707335,419548912,0xc1c129532527b88064ace7bba87280ebe75be2e486df87ee479534bb200b8d74,2026-01-09T12:59:59Z,419548913,0xbf8045dfb846d5b1bcf94695ac09c954bebef0f72ba2a79f289c6d2bf30e76c6,2026-01-09T13:00:00Z,True,True,True,0,1
184,2026-01-10T13:00:00Z,campaign_snapshot_129,2026-01-10,419707335,420052429,419894418,0xa6279cb470312eb0ded77abe8c010459ed7a4e66c3b7b7a161a76fc034f070db,2026-01-10T12:59:59Z,419894419,0x584a47a1bd8864ab356c029ac392a1b237d4e88a5f5a045ac3e9660b3aea5d24,2026-01-10T13:00:00Z,True,True,True,0,1
185,2026-01-11T13:00:00Z,campaign_snapshot_130,2026-01-11,420052429,420397312,420239010,0x7a8db467492152c4fcd44cb7d0effa1a0742a99632ad2e1ec96a45bb3e121dc2,2026-01-11T12:59:59Z,420239011,0x910d0ae589a7f1e54d18d7d381bf411fedce11d4a777e887922ad89eaa4b803c,2026-01-11T13:00:00Z,True,True,True,0,1
186,2026-01-12T13:00:00Z,campaign_snapshot_131,2026-01-12,420397312,420743229,420584730,0x7d217aa474511bf008f7d94955419910930cb918bed850156383c8cbf842909d,2026-01-12T12:59:59Z,420584731,0x3f58683b8619b0a49ec7a4170ee194c0c40c812524895874b52c0dbe46a10af8,2026-01-12T13:00:00Z,True,True,True,0,1
187,2026-01-13T13:00:00Z,campaign_snapshot_132,2026-01-13,420743229,421089009,420930390,0xf62782f2615b9780d2fbb5b3e35569fee272f71c253e7b64e722f01c016e3a99,2026-01-13T12:59:59Z,420930391,0x4307e3f2c158feffaab277029e5552f9a76b9c6f994c5a7b6ccaf488b44a6a2a,2026-01-13T13:00:00Z,True,True,True,0,1
188,2026-01-14T13:00:00Z,campaign_snapshot_133,2026-01-14,421089009,421434838,421276236,0x6a071c0aaa0b776ec95968f98c4e5ebb17761a7904c5dfb7d1763e22562f436d,2026-01-14T12:59:59Z,421276237,0x071ac800ac49c8525085abba8abdde25a1a6457a9a1449520f27768726160142,2026-01-14T13:00:00Z,True,True,True,0,1
189,2026-01-15T13:00:00Z,campaign_snapshot_134,2026-01-15,421434838,421780442,421622144,0x0d3efc3c7d7fc0e2c4bf5ebb837e5d72d2240bbfcff48286e5ef5802743d01c0,2026-01-15T12:59:59Z,421622145,0xc3d0622c4c47828cfdae527c8d96fb6b0e174ee6e83727963c0b204814830127,2026-01-15T13:00:00Z,True,True,True,0,1
190,2026-01-16T13:00:00Z,campaign_snapshot_135,2026-01-16,421780442,422126026,421967625,0xee926941fbdfd7b8658880ae6e3c983e486dec5e3ba7c2cbaf05112d478bf094,2026-01-16T12:59:59Z,421967626,0x3c252017fdea6c5109e2b287daca685e5bd605f9eecd867eafa93f38073ea0b6,2026-01-16T13:00:00Z,True,True,True,0,1
191,2026-01-17T13:00:00Z,campaign_snapshot_136,2026-01-17,422126026,422471107,422313079,0x1e26b972521483754f648adc4ee10fab8f965dcc64cc32b0c9862a27add48003,2026-01-17T12:59:59Z,422313080,0x7af3a213c2437ed790ea47fdd5d190642257f61c622af19bdd525b0a1050e8df,2026-01-17T13:00:00Z,True,True,True,0,1
192,2026-01-18T13:00:00Z,campaign_snapshot_137,2026-01-18,422471107,422816136,422658075,0xd9ecaf35e8e4db2c5b0d3bf6534dd680e6f4706a0d5f48097636193dcd8a5a61,2026-01-18T12:59:59Z,422658076,0x82555698e4746faa3bfa5f681c22b3e936734072d9db3bdccc791c47850fba8a,2026-01-18T13:00:00Z,True,True,True,0,1
193,2026-01-19T13:00:00Z,campaign_snapshot_138,2026-01-19,422816136,423161915,423003631,0x4330a20fcb0986ef536bd5eca29a669d04bff936b55ffa1668ed92e3d0c388d7,2026-01-19T12:59:59Z,423003632,0x5afe475a719e1da44661edc56ef4bd1db7f61d183c2a47fdd999a84581acd141,2026-01-19T13:00:00Z,True,True,True,0,1
194,2026-01-20T13:00:00Z,campaign_snapshot_139,2026-01-20,423161915,423508095,423349356,0x0b007925d49c7ff4a57d540d340aa6a42947d7cac029da91123e4840aef82834,2026-01-20T12:59:59Z,423349357,0x2118bfb61093f5ac20295e58c8afbc58aea697800f228479097033dc65da81f7,2026-01-20T13:00:00Z,True,True,True,0,1
195,2026-01-21T13:00:00Z,campaign_snapshot_140,2026-01-21,423508095,423854141,423695538,0x0833f816cb74c785cc3fd20d656ae5da85115d893d9d341bd2c33aae7f435197,2026-01-21T12:59:59Z,423695539,0x77fc1a879b993c0c62047f999ac03747c48f001fe17f26861a527099e5e428b5,2026-01-21T13:00:00Z,True,True,True,0,1
196,2026-01-22T13:00:00Z,campaign_snapshot_141,2026-01-22,423854141,424199653,424041325,0x5f8bbc56ea5ad4631fbd6ff4102ae4e147c1c2451bfb294ca6422513de141a9b,2026-01-22T12:59:59Z,424041326,0x8cb1c3296f9c369e46f6b84f1de69fe214389ea76c20471c9c07f4c9248a345f,2026-01-22T13:00:00Z,True,True,True,0,1
197,2026-01-23T13:00:00Z,campaign_snapshot_142,2026-01-23,424199653,424545348,424386906,0x998c305d6f22fcc292af1b00f9a5a1d3d3032312afe4a8539baa7052242f6ffe,2026-01-23T12:59:59Z,424386907,0x624259da2358d1db791b8fd347e46eed7cb2fc9c376667b304a53dd64aa1fdd0,2026-01-23T13:00:00Z,True,True,True,0,1
198,2026-01-24T13:00:00Z,campaign_snapshot_143,2026-01-24,424545348,424889463,424732344,0xd7ab9054781b462c242a9472eb378608047c81c51e5f076655159ef638d10a84,2026-01-24T12:59:59Z,424732345,0x1cdeb367adbad1e6668f4aa6a40c8e99510ce311c0f15ade39953303a24123e8,2026-01-24T13:00:00Z,True,True,True,0,1
199,2026-01-25T13:00:00Z,campaign_snapshot_144,2026-01-25,424889463,425234847,425076315,0x8414c0bfb8e69e3f0a6fb70db4f62bed734208ca551cae572c181eefbe0faa17,2026-01-25T12:59:59Z,425076316,0xa2fe08b5b024f3481a1e28499ee3afe56a331da8ddb6d81344ecfb571c91d992,2026-01-25T13:00:00Z,True,True,True,0,1
200,2026-01-26T13:00:00Z,campaign_snapshot_145,2026-01-26,425234847,425581371,425422310,0xc033dc30fd27f24f6ed07bf9b57e9dee74b52b043d2e02b192546e4b81a7b328,2026-01-26T12:59:59Z,425422311,0xb460fa852c1cc071bf793afd7474c742744137930c10c18a19a8a0dd10d2d3c0,2026-01-26T13:00:00Z,True,True,True,0,1
201,2026-01-27T13:00:00Z,campaign_snapshot_146,2026-01-27,425581371,425927717,425768808,0xf8157e79b55eb4b7f5314d6897591b54f35f0bc1695693d3a558f7819f278e25,2026-01-27T12:59:59Z,425768809,0xbc777286f6641118b6138d2bada79aa3badd853e1bd830159f3f2ddefbe7e61f,2026-01-27T13:00:00Z,True,True,True,0,1
202,2026-01-28T13:00:00Z,campaign_snapshot_147,2026-01-28,425927717,426274077,426115245,0xb868d2d5ee0524ed38d92279f57a375c6f4799e9ae5db1f077981b814d45df66,2026-01-28T12:59:59Z,426115246,0x601a933f1a84e265ea61da3b5844228f66c119e9fc3aa659be9eba2675a2d99b,2026-01-28T13:00:00Z,True,True,True,0,1
203,2026-01-29T13:00:00Z,campaign_snapshot_148,2026-01-29,426274077,426620834,426461705,0x1799fcd86bf15e463b04dbf4e51707127950cba9d2ecf677508ca985d304516d,2026-01-29T12:59:59Z,426461706,0x99d6b124b71622087ce17ddabe871173fcdda3f3f4162979c25f11c7373868ca,2026-01-29T13:00:00Z,True,True,True,0,1
204,2026-01-30T13:00:00Z,campaign_snapshot_149,2026-01-30,426620834,426968127,426808745,0xff498668a584653b29156e238af55b29ef0a1547439f3afb7b78395039dff657,2026-01-30T12:59:59Z,426808746,0x07e055857136680c306b129248bf4ff38c788ebac9f17f318fd12edab3b1055c,2026-01-30T13:00:00Z,True,True,True,0,1
205,2026-01-31T13:00:00Z,campaign_snapshot_150,2026-01-31,426968127,427315179,427155838,0xcbeb26596f8b5c195d161e84c46fae5abc6279fee1f2cf6843264235d91cbcbd,2026-01-31T12:59:59Z,427155839,0xdfd5c97c616b0d70f50390bf9f7813b303226dd33d8dc4b792fe9d51e3937d2e,2026-01-31T13:00:00Z,True,True,True,0,1
206,2026-02-01T13:00:00Z,campaign_snapshot_151,2026-02-01,427315179,427661757,427502703,0x4bd811e3fda3ae0cd8e5e69ef148709b1660e0d3504124c6a9e416d333ed84a8,2026-02-01T12:59:59Z,427502704,0x4e5ae2f6dee8082d3c0007487777a9456ae39a081e3db893c4ccd1e9d10018c8,2026-02-01T13:00:00Z,True,True,True,0,1
207,2026-02-02T13:00:00Z,campaign_snapshot_152,2026-02-02,427661757,428008640,427849709,0x32eed364dde88116ef5cb2af550ffe6e549b15a94e7d40018136b7382f71e681,2026-02-02T12:59:59Z,427849710,0x232dc90a56c050269a5c33a296a85b3da47a73185ccb9bfa1a71763c7c5f5f4c,2026-02-02T13:00:00Z,True,True,True,0,1
208,2026-02-03T13:00:00Z,campaign_snapshot_153,2026-02-03,428008640,428355962,428196428,0xf96184cdac9c66094a8362b48323184807ba5162715726ba61ab0d139fec8227,2026-02-03T12:59:59Z,428196429,0x0b984d07010d52202647cebb9a651c939091f9e0c7994b82626a20f4555fae84,2026-02-03T13:00:00Z,True,True,True,0,1
209,2026-02-04T13:00:00Z,campaign_snapshot_154,2026-02-04,428355962,428703310,428543787,0xd06a379ec0e133020b367107181773a67ef15903a4d04b32acfcf915c24095c8,2026-02-04T12:59:59Z,428543788,0x2bcd95c1d5cbd5ad5d14d969bdaf85c80d03070de8f04e7ba0808c7a103c28e5,2026-02-04T13:00:00Z,True,True,True,0,1
210,2026-02-05T13:00:00Z,campaign_snapshot_155,2026-02-05,428703310,429051413,428891572,0x7581319a7dc42707122121485c5699d55faa4a3ce65d76eafd68022c916cf84a,2026-02-05T12:59:59Z,428891573,0x5bdb949f1be413d4787865bde6f85466bd5ff6f4d76ac261c2bff2d63af2af9e,2026-02-05T13:00:00Z,True,True,True,0,1
211,2026-02-06T13:00:00Z,campaign_snapshot_156,2026-02-06,429051413,429398898,429239675,0x91ef31412cbba497a7f2dcc40e7a40326b73fe1ef98357882cb763d17ff9f628,2026-02-06T12:59:59Z,429239676,0xac0144e12f7f044867d1cb464994d1ef442b0f5d1c8de20384908748c65129e8,2026-02-06T13:00:00Z,True,True,True,0,1
212,2026-02-07T13:00:00Z,campaign_snapshot_157,2026-02-07,429398898,429745590,429586719,0x81d6727d115976ef7104397e0a1088b88a39fe305dca680a4ad8f2bb12cfb3c6,2026-02-07T12:59:59Z,429586720,0x46e022374f658f53431a021b827a777a3581ec1b8a1194a46897bf4f76238f9b,2026-02-07T13:00:00Z,True,True,True,0,1
213,2026-02-08T13:00:00Z,campaign_snapshot_158,2026-02-08,429745590,430092169,429933205,0xf3016759bc67c76c056483b2ad74330a8a9ca13a3058570392fda20f3c31ecbd,2026-02-08T12:59:59Z,429933206,0x91ef8cee2a7c86988ec5b84b06b06442b3e1c7bd968994e3e86fc901aae91d6c,2026-02-08T13:00:00Z,True,True,True,0,1
214,2026-02-09T13:00:00Z,campaign_snapshot_159,2026-02-09,430092169,430439004,430280023,0x124b4020cd85004a5e50f67698898a8c4c5ca82a5e0c3c2adc0b9b508575cd6d,2026-02-09T12:59:59Z,430280024,0x8d00d660c4bdd60ef36253f7d7067313b22d04dccd953a35880c86a54841e36c,2026-02-09T13:00:00Z,True,True,True,0,1
215,2026-02-10T13:00:00Z,campaign_snapshot_160,2026-02-10,430439004,430785918,430626874,0x243d9ddf9b8edfe6f1dcb0981549267ff43267ebf824ea9b309cc7caba3b4f33,2026-02-10T12:59:59Z,430626875,0x5e64d76c5c2e716044e57811e42fea7fc9c6d5bd04b422e71f10862dcca76c6b,2026-02-10T13:00:00Z,True,True,True,0,1
216,2026-02-11T13:00:00Z,campaign_snapshot_161,2026-02-11,430785918,431133059,430973758,0x9ead25ec66be8865348ed30633cb693d500894fe382e41f79f7737bd2754ccae,2026-02-11T12:59:59Z,430973759,0x79cbb6cffd235283b6f992724b7e144a2c4c5b0ae2be055c456a40a74ae01b1b,2026-02-11T13:00:00Z,True,True,True,0,1
217,2026-02-12T13:00:00Z,campaign_snapshot_162,2026-02-12,431133059,431480122,431320858,0x243168d0d7d34be1ed407bdbe57e758af01d4dd1150647d35b414a14ab7277a5,2026-02-12T12:59:59Z,431320859,0xf3b0155862553ffe9a468895a679afa60cb9a7e9a4a11b34fe0d53c20a11c3d7,2026-02-12T13:00:00Z,True,True,True,0,1
218,2026-02-13T13:00:00Z,campaign_snapshot_163,2026-02-13,431480122,431826895,431667996,0xccd6424ebffae3936b2abafe0257e482225af6946b932ffb10a9d18711d8bf91,2026-02-13T12:59:59Z,431667997,0xa50e58906ef1529f1350392b46aad1893526473f6b94d4fc6d578c9147099af9,2026-02-13T13:00:00Z,True,True,True,0,1
219,2026-02-14T13:00:00Z,campaign_snapshot_164,2026-02-14,431826895,432173227,432014443,0x7d50e8f72cc96626d8bbeb312ef6b8536aa011c008c90d7ea551608dc67d0bae,2026-02-14T12:59:59Z,432014444,0x7386b2c773ea73a0d4f09f2e2013b4cb2b377060bd36a8a37bc75a53504178b0,2026-02-14T13:00:00Z,True,True,True,0,1
220,2026-02-15T13:00:00Z,campaign_snapshot_165,2026-02-15,432173227,432520059,432361033,0xd250312d6477030cce4e7a8b30c40ee182897e7114859612d2b74e47aa90fc37,2026-02-15T12:59:59Z,432361034,0xfb7e9cc38fdc97391c718414a0a24ea0072cf068d1560e42180976037f90bcb1,2026-02-15T13:00:00Z,True,True,True,0,1
221,2026-02-16T13:00:00Z,campaign_snapshot_166,2026-02-16,432520059,432866630,432707863,0x1ead1500679357957e8384b273a441a6b6c378569dca04fea581e58d2ca62e61,2026-02-16T12:59:59Z,432707864,0xb5062cec27fb707429107bca403318464fc90ed2bf39af37b89193c15465bb84,2026-02-16T13:00:00Z,True,True,True,0,1
222,2026-02-17T13:00:00Z,campaign_snapshot_167,2026-02-17,432866630,433213243,433054342,0x52d1faf62d908aa0958a8c93299613b8452786da35de7e7c8b6c1b8baccaebc6,2026-02-17T12:59:59Z,433054343,0x2914bd0cf0549cc5881233affaa0dff7f04625c2808d24c0d6a50fc00e12fe4c,2026-02-17T13:00:00Z,True,True,True,0,1
223,2026-02-18T13:00:00Z,campaign_snapshot_168,2026-02-18,433213243,433559875,433400938,0x5ba79e4283163b91df73694268bab3c03751806fac762475fbaf6232293056c6,2026-02-18T12:59:59Z,433400939,0xb0ea91276dd8fe54309930105dd494ae132ad5bb2c8759e3a3f038ea1ca98422,2026-02-18T13:00:00Z,True,True,True,0,1
224,2026-03-20T13:00:00Z,p30,2026-03-20,443592316,443938204,443779654,0xb01f5a5a385a6836e76b29a604a560ba586f87226ea8493be73d70d9b67db679,2026-03-20T12:59:59Z,443779655,0x425452e165dee4f4606601c9cf11480541570641dc75b5eac0bd014f2b403ebd,2026-03-20T13:00:00Z,True,True,True,0,1
225,2026-05-19T13:00:00Z,p90,2026-05-19,464280526,464624916,464466985,0xa34ccdfde54a596c3557160c510d132eabcc4150bb09cc03df044e61c155d320,2026-05-19T12:59:59Z,464466986,0x84d6153e22f29ee3bdfc3a3d686780595c20b51eac350d9bd167052135a64952,2026-05-19T13:00:00Z,True,True,True,0,1
226,2026-08-17T13:00:00Z,p180,2026-08-17,495303648,495647034,495489314,0x289d8ffea46839fc231860b6be2718acdf54e43b77ce06f7d19faddf53947293,2026-08-17T12:59:59Z,495489315,0xcad9c36afa9a8cb572a4e0f14af7044257d0f18f2fd98a72dff664648f3b2517,2026-08-17T13:00:00Z,True,True,True,0,1
